timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint,description
2026-01-29 06:07:32.631,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.42,0.2,-0.0,-0.09,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,waypoint,
2026-01-29 06:07:32.723,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.65,0.41,0.05,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:33.030,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-1.23,0.91,-0.03,-0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:33.446,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-1.58,1.01,0.08,-0.07,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:33.862,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-1.77,1.21,-0.04,-0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:34.167,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-1.91,1.23,0.07,-0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:34.581,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-1.82,1.26,0.03,-0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:34.994,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-1.84,1.29,0.05,0.07,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:35.301,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-1.88,1.22,0.05,0.02,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:35.712,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-1.91,1.34,0.0,0.08,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:36.125,home_start,-32.072,-539.942,1377.635,-179.997,-0.003,90.001,-77.298,2.208,-112.049,0.003,-65.747,-102.702,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-1.82,1.26,0.0,-0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-29 06:07:36.228,home_to_approach_feeder,-50.555,-559.29,1364.862,-179.965,-0.105,88.92,-79.669,4.389,-111.184,0.015,-64.537,-101.418,-5.926,5.452,2.162,0.031,3.024,3.211,-0.52,0.17,0.98,0.01,0.0,-0.05,-23.705,21.807,8.649,0.124,12.096,12.845,,
2026-01-29 06:07:36.331,home_to_approach_feeder,-87.201,-591.38,1340.124,-179.962,-0.121,88.223,-83.85,8.233,-109.659,0.024,-62.233,-97.938,-14.897,13.7,5.434,0.046,8.028,11.107,-0.48,-1.85,1.02,0.13,-0.01,0.01,-39.438,36.262,14.383,0.077,21.83,33.509,,
2026-01-29 06:07:36.431,home_to_approach_feeder,-124.507,-617.153,1315.458,-179.973,-0.098,88.331,-87.618,11.697,-108.285,0.023,-60.118,-94.063,-20.593,18.934,7.511,0.031,11.31,18.018,-0.84,-3.57,1.0,-0.0,0.0,0.06,-31.365,28.831,11.438,-0.032,17.763,34.116,,
2026-01-29 06:07:36.535,home_to_approach_feeder,-160.537,-636.89,1291.877,-179.984,-0.075,88.668,-90.942,14.753,-107.072,0.018,-58.25,-90.4,-23.756,21.84,8.664,0.012,13.153,22.671,-0.73,-4.96,1.0,0.17,0.03,0.06,-23.794,21.869,8.677,-0.062,13.514,28.585,,
2026-01-29 06:07:36.638,home_to_approach_feeder,-196.533,-652.437,1268.377,-179.992,-0.054,89.046,-94.044,17.604,-105.941,0.013,-56.508,-86.917,-25.572,23.509,9.326,-0.004,14.218,25.71,-0.68,-6.14,1.12,0.02,0.02,0.09,-19.19,17.637,6.999,-0.063,10.895,23.922,,
2026-01-29 06:07:36.741,home_to_approach_feeder,-229.692,-663.551,1246.669,-179.997,-0.037,89.376,-96.757,20.098,-104.951,0.009,-54.987,-83.872,-25.962,23.867,9.469,-0.014,14.467,26.896,-0.67,-7.12,1.12,-0.02,-0.03,0.14,-13.382,12.299,4.881,-0.05,7.604,17.156,,
2026-01-29 06:07:36.850,home_to_approach_feeder,-253.003,-669.692,1231.323,-179.999,-0.026,89.587,-98.6,21.792,-104.279,0.006,-53.954,-81.817,-24.079,22.135,8.782,-0.018,13.431,25.311,-0.51,-7.8,1.03,-0.08,-0.06,0.04,-3.341,3.07,1.219,-0.029,1.953,5.54,,
2026-01-29 06:07:36.951,home_to_approach_feeder,-272.937,-673.914,1218.123,179.999,-0.018,89.751,-100.142,23.209,-103.717,0.003,-53.092,-80.11,-21.913,20.144,7.992,-0.019,12.231,23.25,-0.35,-8.39,0.97,0.03,0.04,0.12,0.007,-0.008,-0.002,-0.019,0.062,1.502,,
2026-01-29 06:07:37.052,home_to_approach_feeder,-294.315,-677.432,1203.868,179.999,-0.01,89.909,-101.765,24.702,-103.125,0.001,-52.184,-78.327,-20.493,18.839,7.474,-0.02,11.443,21.895,-0.29,-8.73,1.06,0.02,0.05,0.03,-0.814,0.747,0.297,-0.017,0.508,2.113,,
2026-01-29 06:07:37.152,home_to_approach_feeder,-315.072,-679.878,1189.91,179.998,-0.003,90.044,-103.317,26.128,-102.559,-0.001,-51.317,-76.638,-19.249,17.695,7.021,-0.02,10.75,20.642,-0.13,-9.13,0.99,0.02,0.09,0.09,-0.015,0.013,0.006,-0.012,0.048,0.952,,
2026-01-29 06:07:37.261,home_to_approach_feeder,-328.96,-680.994,1180.498,179.998,0.001,90.124,-104.344,27.072,-102.184,-0.002,-50.743,-75.531,-17.004,15.631,6.202,-0.018,9.496,18.25,-0.09,-9.43,1.09,0.08,0.1,-0.02,5.235,-4.813,-1.909,-0.003,-2.894,-4.95,,
2026-01-29 06:07:37.364,home_to_approach_feeder,-347.288,-681.839,1167.978,179.999,0.005,90.216,-105.687,28.307,-101.694,-0.003,-49.994,-74.095,-16.111,14.811,5.876,-0.016,8.995,17.276,0.02,-9.67,1.12,0.0,-0.07,0.02,1.547,-1.422,-0.564,-0.004,-0.844,-1.173,,
