timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint
2026-01-26 04:22:13.610,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.33,-300.0,-0.08,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,waypoint
2026-01-26 04:22:13.716,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.53,-300.0,0.07,-0.12,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:13.918,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.9,-300.0,0.12,0.01,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:14.122,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.29,-300.0,0.09,-0.08,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:14.326,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.37,-300.0,0.01,0.08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:14.531,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,1.47,-300.0,0.05,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:14.737,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.64,-300.0,0.03,-0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:14.941,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.57,-300.0,0.03,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:15.145,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.66,-300.0,0.05,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:15.350,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,1.65,-300.0,0.1,-0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:15.558,home_start,-139.672,508.949,1341.738,90.457,-0.325,90.979,88.017,16.031,-119.155,13.424,-89.526,-87.037,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,1.57,-300.0,0.11,-0.06,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 04:22:15.663,home_to_approach_feeder,-139.073,511.279,1340.305,90.463,-0.228,90.923,87.958,15.752,-119.088,13.539,-89.526,-87.035,-0.147,-0.696,0.167,0.287,0.002,0.005,-0.81,-0.74,-300.0,0.2,-0.05,-0.11,-0.589,-2.785,0.669,1.146,0.009,0.022,
2026-01-26 04:22:15.763,home_to_approach_feeder,-135.094,527.02,1331.585,90.476,-0.048,90.59,87.582,13.96,-118.669,14.733,-89.522,-86.991,-1.051,-5.003,1.172,3.199,0.011,0.113,-0.71,-0.15,-300.0,0.25,-0.03,-0.03,-3.702,-17.646,4.118,11.822,0.035,0.433,
2026-01-26 04:22:15.866,home_to_approach_feeder,-131.278,541.589,1323.564,90.474,-0.093,90.341,87.239,12.326,-118.295,16.035,-89.521,-86.898,-1.644,-7.837,1.816,5.656,0.01,0.318,-0.46,0.36,-300.0,0.29,0.03,0.11,-2.996,-14.295,3.268,11.73,0.003,0.886,
2026-01-26 04:22:15.968,home_to_approach_feeder,-127.765,554.358,1316.152,90.471,-0.149,90.172,86.936,10.88,-117.964,17.205,-89.521,-86.764,-1.991,-9.492,2.189,7.167,0.007,0.575,-0.36,0.87,-300.0,0.21,0.04,-0.01,-2.302,-10.985,2.504,9.231,-0.005,1.211,
2026-01-26 04:22:16.068,home_to_approach_feeder,-124.552,565.525,1309.323,90.468,-0.197,90.072,86.668,9.601,-117.671,18.239,-89.521,-86.596,-2.164,-10.318,2.374,7.959,0.005,0.851,-0.22,1.23,-300.0,0.45,0.0,0.04,-1.723,-8.222,1.873,6.941,-0.005,1.424,
2026-01-26 04:22:16.169,home_to_approach_feeder,-121.515,575.674,1302.818,90.465,-0.239,90.028,86.421,8.425,-117.401,19.186,-89.521,-86.393,-2.24,-10.679,2.454,8.336,0.004,1.144,-0.11,1.49,-300.0,0.37,-0.0,0.02,-1.335,-6.37,1.451,5.38,-0.003,1.627,
2026-01-26 04:22:16.350,home_to_approach_feeder,-119.196,583.176,1297.819,90.462,-0.267,90.03,86.237,7.546,-117.2,19.89,-89.521,-86.207,-2.14,-10.206,2.344,8.014,0.004,1.324,-0.1,1.81,-300.0,0.36,0.06,0.04,-0.578,-2.756,0.625,2.421,-0.001,1.302,
2026-01-26 04:22:16.452,home_to_approach_feeder,-116.693,591.046,1292.393,90.46,-0.295,90.069,86.042,6.616,-116.987,20.634,-89.521,-85.972,-2.093,-9.981,2.291,7.869,0.004,1.58,-0.13,2.09,-300.0,0.43,-0.05,0.11,-0.629,-2.999,0.682,2.567,0.001,1.658,
2026-01-26 04:22:16.553,home_to_approach_feeder,-114.535,597.651,1287.69,90.458,-0.317,90.137,85.876,5.827,-116.806,21.261,-89.52,-85.739,-1.983,-9.457,2.17,7.47,0.004,1.768,-0.03,2.38,-300.0,0.33,-0.03,0.09,-0.268,-1.278,0.289,1.151,0.002,1.478,
2026-01-26 04:22:16.655,home_to_approach_feeder,-112.446,603.894,1283.115,90.455,-0.336,90.235,85.718,5.075,-116.633,21.857,-89.52,-85.483,-1.882,-8.973,2.059,7.093,0.005,1.966,-0.15,2.59,-300.0,0.36,0.01,0.02,-0.165,-0.787,0.177,0.722,0.003,1.555,
2026-01-26 04:22:16.757,home_to_approach_feeder,-110.66,609.122,1279.182,90.454,-0.35,90.346,85.585,4.44,-116.488,22.359,-89.519,-85.239,-1.744,-8.317,1.909,6.573,0.005,2.085,0.03,2.71,-300.0,0.31,0.07,0.08,0.097,0.463,-0.108,-0.298,0.003,1.281,
