timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint,description
2026-01-27 19:45:31.799,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.03,-2.06,0.22,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,waypoint,
2026-01-27 19:45:31.886,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.04,-3.6,0.28,0.08,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:32.097,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.11,-5.85,0.55,0.01,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:32.301,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.16,-7.32,0.78,0.06,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:32.610,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.12,-8.68,0.71,0.04,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:32.813,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.06,-9.05,0.87,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:33.215,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.22,-9.57,0.97,-0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:33.418,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-0.25,-9.61,0.98,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:33.727,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.12,-9.79,0.94,0.11,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:33.931,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.17,-9.89,0.92,-0.0,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:34.235,home_start,305.518,-299.896,1614.112,-178.985,0.006,-179.622,-45.614,-19.171,125.575,-0.709,72.863,-45.787,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.15,-9.9,0.9,0.07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:45:34.339,home_to_approach_feeder,278.494,-325.537,1614.351,-178.998,0.015,176.729,-50.608,-19.155,125.546,-0.675,72.863,-47.143,-12.485,0.039,-0.072,0.087,-0.001,-3.39,-0.58,-0.49,-9.74,0.95,0.04,-1.3,-49.942,0.158,-0.29,0.35,-0.003,-13.56,,
2026-01-27 19:45:34.443,home_to_approach_feeder,245.988,-351.119,1614.587,-179.026,0.013,174.813,-56.158,-19.139,125.517,-0.607,72.858,-50.796,-23.238,0.069,-0.126,0.235,-0.011,-11.675,-1.17,-0.7,-9.77,1.0,0.03,-3.03,-50.502,0.141,-0.259,0.641,-0.041,-35.174,,
2026-01-27 19:45:34.546,home_to_approach_feeder,218.952,-368.859,1614.755,-179.052,0.007,174.495,-60.497,-19.127,125.496,-0.538,72.851,-54.837,-28.277,0.082,-0.147,0.348,-0.026,-18.859,-1.29,-0.85,-9.61,0.95,-0.0,-4.57,-33.348,0.09,-0.155,0.588,-0.066,-35.537,,
2026-01-27 19:45:34.649,home_to_approach_feeder,192.133,-383.763,1614.904,-179.076,0.003,174.884,-64.615,-19.116,125.477,-0.464,72.841,-59.365,-31.501,0.089,-0.158,0.447,-0.044,-25.463,-1.59,-1.0,-9.66,0.91,-0.02,-5.85,-27.795,0.073,-0.12,0.588,-0.088,-36.85,,
2026-01-27 19:45:34.749,home_to_approach_feeder,167.101,-395.527,1615.033,-179.093,0.001,175.64,-68.326,-19.106,125.46,-0.391,72.83,-63.853,-32.904,0.092,-0.16,0.517,-0.061,-30.318,-1.62,-1.03,-9.59,0.94,-0.01,-6.9,-20.954,0.054,-0.084,0.511,-0.093,-32.77,,
2026-01-27 19:45:34.853,home_to_approach_feeder,142.87,-405.115,1615.151,-179.104,0.002,176.581,-71.821,-19.097,125.445,-0.319,72.818,-68.31,-33.417,0.092,-0.158,0.567,-0.077,-33.882,-1.78,-1.15,-9.62,0.99,-0.07,-7.49,-16.703,0.042,-0.062,0.449,-0.094,-29.183,,
2026-01-27 19:45:34.953,home_to_approach_feeder,121.64,-412.162,1615.251,-179.108,0.003,177.488,-74.821,-19.089,125.432,-0.256,72.806,-72.236,-32.562,0.089,-0.151,0.582,-0.086,-35.225,-1.68,-1.12,-9.77,1.03,-0.16,-8.01,-10.073,0.024,-0.033,0.316,-0.076,-20.946,,
