timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint,description
2026-01-27 20:00:54.680,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.4,0.71,0.05,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,waypoint,
2026-01-27 20:00:54.764,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.82,1.48,-0.09,-0.01,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:54.973,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,1.42,2.39,-0.03,0.03,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:55.276,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.7,3.24,0.02,-0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:55.587,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.93,3.66,0.03,-0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:55.898,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.06,3.76,-0.08,0.02,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:56.209,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.19,3.94,0.03,0.06,-0.07,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:56.518,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.23,3.96,0.06,0.06,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:56.825,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,0.04,2.17,4.12,-0.02,-0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 20:00:57.137,home_start,381.767,-36.105,1318.217,-179.794,0.019,-89.796,-90.229,15.589,-116.991,-0.003,-78.392,89.568,0.0,0.0,0.0,0.0,0.0,0.0,0.03,2.31,4.0,-0.04,-0.03,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,,
