timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint,description
2026-01-27 19:48:34.338,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.34,-2.06,0.22,0.07,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,waypoint,
2026-01-27 19:48:34.431,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.66,-3.76,0.37,0.03,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:34.632,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-1.02,-6.11,0.63,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:34.836,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.05,-1.37,-7.65,0.66,-0.11,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:35.146,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-1.65,-8.97,0.81,0.13,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:35.347,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-1.5,-9.47,0.89,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:35.597,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-1.76,-9.78,0.96,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:35.909,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-1.71,-10.13,0.81,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:36.113,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-1.78,-10.14,0.99,-0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:36.316,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.03,-1.75,-10.25,0.93,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:36.622,home_start,422.725,-247.267,1873.3,179.424,-0.013,179.7,-31.626,-16.674,103.505,0.509,93.479,-31.297,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-1.79,-10.22,0.95,0.06,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-01-27 19:48:36.724,home_to_approach_feeder,396.503,-277.395,1857.149,179.007,-0.76,176.061,-36.28,-17.005,104.99,0.457,93.189,-32.314,-11.635,-0.828,3.711,-0.131,-0.727,-2.541,-0.76,-2.84,-10.1,0.96,-0.99,-1.26,-46.54,-3.312,14.843,-0.526,-2.909,-10.164,,
2026-01-27 19:48:36.828,home_to_approach_feeder,349.153,-322.26,1830.194,178.607,-1.254,172.889,-44.015,-17.56,107.462,0.384,91.937,-36.882,-28.063,-2.007,8.963,-0.279,-3.675,-13.327,-1.37,-3.26,-9.89,0.99,-2.51,-3.34,-72.692,-5.214,23.237,-0.67,-12.225,-44.667,,
