timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint
2025-08-22 09:33:05.919,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.739,77.726,84.828,11.314,0.569,2.759,0.0,0.0,0.0,0.0,0.0,0.0,waypoint
2025-08-22 09:33:05.919,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.748,77.746,84.826,11.337,0.559,2.752,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:05.920,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.737,77.759,84.833,11.333,0.552,2.753,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:05.920,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.768,77.732,84.806,11.333,0.563,2.755,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.000,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.748,77.745,84.828,11.331,0.571,2.747,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.100,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.739,77.725,84.82,11.325,0.561,2.745,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.200,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.735,77.723,84.839,11.331,0.566,2.749,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.300,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.737,77.732,84.827,11.306,0.565,2.758,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.400,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.753,77.747,84.851,11.321,0.558,2.75,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.500,home_start,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.719,77.748,84.857,11.335,0.556,2.75,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.600,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.737,77.753,84.868,11.317,0.562,2.756,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:06.700,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.737,77.752,84.868,11.327,0.564,2.757,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:11.701,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.746,77.713,84.87,11.315,0.568,2.754,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:16.700,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.739,77.797,84.854,11.341,0.531,2.775,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:21.700,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767,77.857,84.831,11.343,0.543,2.765,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:26.701,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.694,77.778,84.839,11.322,0.543,2.77,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:31.700,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.773,77.885,84.842,11.327,0.529,2.76,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:36.702,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,77.803,84.835,11.319,0.534,2.761,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:41.700,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.732,77.823,84.861,11.325,0.541,2.756,0.0,0.0,0.0,0.0,0.0,0.0,
2025-08-22 09:33:46.701,mobile_move_feeder,-617.843,6.762,985.344,90.368,-179.989,90.038,-0.0,-0.0,-90.0,-180.0,90.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766,77.81,84.871,11.341,0.542,2.766,0.0,0.0,0.0,0.0,0.0,0.0,
