timestamp,current_task,EE_x,EE_y,EE_z,EE_rx,EE_ry,EE_rz,joint1_angle,joint2_angle,joint3_angle,joint4_angle,joint5_angle,joint6_angle,joint1_velocity,joint2_velocity,joint3_velocity,joint4_velocity,joint5_velocity,joint6_velocity,joint1_torque,joint2_torque,joint3_torque,joint4_torque,joint5_torque,joint6_torque,joint1_acceleration,joint2_acceleration,joint3_acceleration,joint4_acceleration,joint5_acceleration,joint6_acceleration,waypoint
2026-01-26 05:41:45.540,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,2.0,2.04,-0.17,0.05,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,waypoint
2026-01-26 05:41:45.633,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.02,3.79,3.78,-0.32,-0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:45.835,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.08,6.19,6.12,-0.61,0.05,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:46.037,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,7.57,-0.75,-0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:46.239,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.04,8.6,8.63,-0.77,-0.03,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:46.446,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.02,9.26,9.23,-0.86,-0.01,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:46.649,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9.65,9.67,-0.87,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:46.853,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,9.99,9.85,-0.88,-0.12,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:47.055,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9.97,10.06,-0.94,-0.07,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:47.263,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10.15,10.27,-0.95,-0.08,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:47.571,home_start,736.24,-15.069,1868.568,-179.972,-1.007,-0.396,-180.392,-0.002,-89.979,0.005,-89.012,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,10.26,10.28,-0.96,-0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,
2026-01-26 05:41:47.673,home_to_approach_feeder,736.403,-29.116,1862.954,176.227,-0.712,-0.638,-180.861,-0.073,-90.366,-3.794,-88.838,-0.146,-1.173,-0.178,-0.967,-9.498,0.436,-0.375,0.15,10.25,9.98,-4.16,1.16,-0.4,-4.691,-0.711,-3.87,-37.991,1.743,-1.5,
2026-01-26 05:41:47.773,home_to_approach_feeder,738.118,-83.002,1846.101,161.023,-0.259,0.43,-182.606,-0.334,-91.913,-18.992,-86.647,-2.057,-5.243,-0.785,-4.593,-45.119,5.803,-5.06,0.23,10.22,9.74,-6.49,3.83,-1.31,-16.985,-2.535,-15.084,-148.184,21.732,-18.963,
2026-01-26 05:41:47.878,home_to_approach_feeder,739.616,-130.883,1837.514,146.904,1.255,3.196,-184.237,-0.575,-93.363,-33.195,-83.701,-4.759,-8.009,-1.192,-7.071,-69.345,11.72,-10.548,0.21,10.22,9.36,-8.09,6.28,-2.21,-14.137,-2.089,-12.61,-123.405,27.12,-24.968,
2026-01-26 05:41:47.979,home_to_approach_feeder,740.513,-170.347,1834.87,134.478,4.392,6.07,-185.703,-0.791,-94.668,-45.963,-80.855,-7.442,-9.672,-1.435,-8.566,-83.929,15.904,-14.621,0.09,10.11,9.28,-9.23,8.17,-2.97,-11.082,-1.632,-9.892,-96.722,23.397,-22.294,
2026-01-26 05:41:48.079,home_to_approach_feeder,741.233,-200.841,1835.59,124.069,8.517,8.261,-186.969,-0.978,-95.795,-56.987,-78.361,-9.824,-10.42,-1.544,-9.241,-90.508,18.163,-16.919,0.11,10.1,9.02,-9.86,9.48,-3.35,-7.975,-1.173,-7.121,-69.617,17.543,-17.04,
2026-01-26 05:41:48.180,home_to_approach_feeder,742.304,-228.972,1838.39,113.353,14.171,9.877,-188.312,-1.177,-96.988,-68.669,-75.713,-12.364,-11.171,-1.653,-9.915,-97.086,20.243,-19.04,-0.15,10.22,9.02,-10.16,10.36,-3.69,-7.935,-1.168,-7.079,-69.229,17.326,-16.929,
2026-01-26 05:41:48.282,home_to_approach_feeder,743.866,-251.082,1841.93,103.493,20.427,10.434,-189.565,-1.362,-98.103,-79.576,-73.245,-14.736,-11.511,-1.703,-10.221,-100.082,21.351,-20.209,-0.3,10.24,8.89,-10.36,10.83,-3.83,-6.253,-0.92,-5.576,-54.552,13.791,-13.546,
2026-01-26 05:41:48.382,home_to_approach_feeder,745.878,-267.479,1845.079,94.517,26.647,9.91,-190.692,-1.528,-99.104,-89.38,-71.033,-16.862,-11.45,-1.693,-10.169,-99.571,21.543,-20.472,-0.32,10.33,8.94,-10.29,11.0,-3.94,-4.361,-0.641,-3.89,-38.071,9.854,-9.737,
